profit,state,country,property_valuation,gender,owns_car,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,tenure
2596.1700000000005,Victoria,Australia,9.0,Male,Yes,38.0,Manufacturing,Affluent Customer,8.0
2481.2800000000007,NSW,Australia,9.0,Female,Yes,44.0,Financial Services,Affluent Customer,15.0
3839.4500000000003,QLD,Australia,5.0,Female,No,82.0,Manufacturing,High Net Worth,6.0
3308.0899999999997,QLD,Australia,10.0,Female,No,35.0,IT,High Net Worth,14.0
3873.0,Victoria,Australia,8.0,Female,Yes,41.0,Manufacturing,Mass Customer,5.0
2132.790000000001,NSW,Australia,12.0,Male,Yes,27.0,Property,Affluent Customer,3.0
1939.2000000000003,NSW,Australia,9.0,Male,No,38.0,Health,High Net Worth,4.0
6260.02,QLD,Australia,7.0,Male,No,82.0,,Mass Customer,5.0
2459.76,QLD,Australia,2.0,Female,Yes,82.0,Health,High Net Worth,15.0
3802.7799999999997,NSW,Australia,10.0,Female,Yes,62.0,Manufacturing,High Net Worth,3.0
4375.9800000000005,NSW,Australia,1.0,Female,No,61.0,Health,Mass Customer,7.0
5513.280000000001,NSW,Australia,7.0,Female,No,73.0,,Mass Customer,3.0
1542.1699999999996,Victoria,Australia,7.0,Female,No,75.0,Retail,Affluent Customer,8.0
5393.050000000001,NSW,Australia,12.0,Male,No,49.0,Argiculture,Mass Customer,5.0
3633.1399999999994,NSW,Australia,8.0,Male,No,53.0,Retail,High Net Worth,12.0
2058.6999999999994,NSW,Australia,10.0,Male,Yes,35.0,Health,Mass Customer,4.0
3008.860000000001,QLD,Australia,7.0,Female,No,61.0,,Mass Customer,5.0
1396.6200000000003,NSW,Australia,9.0,Female,Yes,37.0,Financial Services,Mass Customer,17.0
2894.85,NSW,Australia,7.0,Male,Yes,51.0,,High Net Worth,14.0
940.3600000000006,NSW,Australia,9.0,Male,No,59.0,Financial Services,Mass Customer,5.0
1746.2200000000003,NSW,Australia,8.0,Female,No,57.0,IT,High Net Worth,2.0
3551.24,NSW,Australia,7.0,Female,No,29.0,Health,Mass Customer,12.0
3291.4300000000003,NSW,Australia,9.0,Female,Yes,22.0,IT,High Net Worth,
2244.190000000001,NSW,Australia,4.0,Female,Yes,55.0,Manufacturing,Mass Customer,17.0
5428.9400000000005,NSW,Australia,9.0,Male,Yes,53.0,Health,Affluent Customer,7.0
1478.67,NSW,Australia,12.0,Male,Yes,60.0,Manufacturing,Mass Customer,10.0
2431.6000000000004,Victoria,Australia,8.0,Male,No,88.0,Financial Services,Mass Customer,14.0
5218.2,Victoria,Australia,10.0,Female,No,28.0,IT,Mass Customer,
2073.81,QLD,Australia,7.0,Female,Yes,60.0,Argiculture,High Net Worth,5.0
812.72,NSW,Australia,7.0,Male,Yes,25.0,Retail,High Net Worth,5.0
2967.7999999999997,NSW,Australia,9.0,Male,No,90.0,Health,High Net Worth,9.0
541.3299999999999,QLD,Australia,4.0,Male,Yes,91.0,Entertainment,High Net Worth,16.0
3650.499999999999,NSW,Australia,8.0,Male,Yes,95.0,,Affluent Customer,17.0
5678.4000000000015,NSW,Australia,8.0,Male,Yes,29.0,Financial Services,Affluent Customer,5.0
5027.49,NSW,Australia,10.0,Male,No,42.0,Property,Mass Customer,7.0
3763.92,QLD,Australia,7.0,Female,Yes,46.0,Financial Services,Affluent Customer,19.0
2400.83,Victoria,Australia,7.0,Female,No,66.0,Health,Mass Customer,13.0
4658.999999999998,NSW,Australia,6.0,Male,No,36.0,Health,High Net Worth,11.0
2981.8200000000006,NSW,Australia,3.0,Male,Yes,57.0,,Affluent Customer,6.0
3996.6000000000004,QLD,Australia,5.0,Male,No,25.0,Entertainment,Mass Customer,10.0
1295.96,NSW,Australia,12.0,Female,Yes,90.0,Manufacturing,High Net Worth,1.0
976.24,NSW,Australia,6.0,Female,Yes,16.0,IT,Affluent Customer,16.0
4618.110000000001,NSW,Australia,11.0,Male,No,67.0,Financial Services,Mass Customer,4.0
2215.5600000000013,NSW,Australia,10.0,Male,Yes,18.0,Health,Mass Customer,8.0
1905.8799999999999,Victoria,Australia,1.0,Female,No,72.0,,Mass Customer,8.0
4928.799999999999,Victoria,Australia,9.0,Female,No,66.0,Property,Mass Customer,15.0
4034.46,Victoria,Australia,3.0,Female,No,49.0,Health,Mass Customer,4.0
2119.4399999999996,Victoria,Australia,9.0,Male,No,48.0,Retail,High Net Worth,14.0
7109.399999999998,NSW,Australia,8.0,Male,Yes,44.0,Financial Services,High Net Worth,5.0
3368.199999999999,Victoria,Australia,7.0,Male,Yes,97.0,,Mass Customer,7.0
2145.8300000000004,NSW,Australia,9.0,Female,Yes,31.0,IT,Mass Customer,10.0
3243.2999999999993,Victoria,Australia,6.0,Female,Yes,83.0,Financial Services,Mass Customer,5.0
6431.6900000000005,NSW,Australia,10.0,Male,Yes,76.0,Retail,High Net Worth,13.0
2685.62,NSW,Australia,9.0,Female,No,60.0,,Affluent Customer,7.0
4581.459999999999,NSW,Australia,7.0,Female,No,22.0,IT,Mass Customer,14.0
1891.1000000000004,NSW,Australia,9.0,Female,Yes,34.0,,Mass Customer,4.0
3324.42,QLD,Australia,11.0,Male,Yes,12.0,Manufacturing,High Net Worth,15.0
2410.24,QLD,Australia,1.0,Male,No,50.0,,Mass Customer,6.0
3777.5300000000007,NSW,Australia,10.0,Female,No,31.0,Health,Mass Customer,11.0
1857.270000000001,Victoria,Australia,8.0,Male,Yes,65.0,Manufacturing,Mass Customer,11.0
2164.079999999999,NSW,Australia,9.0,Female,Yes,38.0,Manufacturing,Mass Customer,7.0
5306.819999999999,NSW,Australia,9.0,Male,No,2.0,Retail,Mass Customer,14.0
7212.17,NSW,Australia,8.0,Male,No,67.0,Retail,Affluent Customer,6.0
6579.619999999999,QLD,Australia,8.0,Female,Yes,84.0,,Affluent Customer,1.0
2934.4400000000005,NSW,Australia,8.0,Male,No,69.0,IT,Mass Customer,5.0
3489.96,Victoria,Australia,3.0,Female,Yes,41.0,Health,Mass Customer,6.0
5073.269999999999,Victoria,Australia,6.0,Male,Yes,7.0,Financial Services,Mass Customer,4.0
7321.5,Victoria,Australia,9.0,Male,Yes,61.0,Health,High Net Worth,19.0
2965.76,Victoria,Australia,10.0,Female,Yes,69.0,Health,Mass Customer,10.0
3970.0300000000007,NSW,Australia,9.0,Male,No,98.0,Manufacturing,Mass Customer,3.0
6411.760000000001,NSW,Australia,11.0,Male,Yes,60.0,Financial Services,Mass Customer,8.0
10497.779999999999,NSW,Australia,10.0,Female,No,30.0,Health,Affluent Customer,11.0
3182.99,NSW,Australia,10.0,Male,No,42.0,,Mass Customer,14.0
4512.530000000001,NSW,Australia,7.0,Female,No,57.0,,Mass Customer,6.0
3269.1199999999994,Victoria,Australia,5.0,Female,No,71.0,Financial Services,Mass Customer,5.0
8210.299999999997,QLD,Australia,2.0,Male,No,25.0,Manufacturing,Mass Customer,13.0
1140.1499999999996,QLD,Australia,5.0,Male,No,34.0,Retail,Affluent Customer,11.0
3025.33,Victoria,Australia,11.0,Male,Yes,33.0,Financial Services,Mass Customer,11.0
4151.860000000001,QLD,Australia,2.0,Male,No,41.0,,High Net Worth,8.0
4480.09,QLD,Australia,9.0,Female,No,75.0,,Mass Customer,16.0
4706.859999999999,NSW,Australia,9.0,Female,Yes,51.0,Argiculture,Mass Customer,9.0
4842.200000000001,NSW,Australia,10.0,Male,No,36.0,Manufacturing,Mass Customer,8.0
2083.730000000001,Victoria,Australia,11.0,Male,No,9.0,Financial Services,Affluent Customer,6.0
1091.1399999999999,QLD,Australia,5.0,Female,No,16.0,,Mass Customer,11.0
1246.1099999999997,Victoria,Australia,8.0,Male,No,55.0,Manufacturing,Mass Customer,15.0
4599.290000000001,NSW,Australia,11.0,Male,Yes,89.0,Financial Services,Mass Customer,13.0
1267.6800000000003,NSW,Australia,9.0,Male,Yes,54.0,Manufacturing,Affluent Customer,14.0
2066.0299999999997,Victoria,Australia,12.0,Female,Yes,84.0,Manufacturing,Mass Customer,13.0
1779.1599999999999,NSW,Australia,8.0,Male,Yes,47.0,,Affluent Customer,17.0
571.3800000000001,NSW,Australia,10.0,Female,No,91.0,,Mass Customer,7.0
3516.0,QLD,Australia,3.0,Female,No,51.0,Financial Services,High Net Worth,7.0
1830.7199999999993,NSW,Australia,3.0,Male,No,47.0,Argiculture,Mass Customer,19.0
5391.710000000001,VIC,Australia,4.0,Male,Yes,42.0,Retail,Affluent Customer,7.0
96.62,NSW,Australia,4.0,Female,No,41.0,Financial Services,Affluent Customer,1.0
2952.0099999999993,VIC,Australia,7.0,Male,No,13.0,Financial Services,High Net Worth,12.0
7727.169999999999,QLD,Australia,8.0,Female,Yes,82.0,Health,Affluent Customer,6.0
93.00999999999999,NSW,Australia,10.0,Female,No,15.0,Financial Services,Mass Customer,14.0
847.2200000000003,NSW,Australia,10.0,Male,No,31.0,Financial Services,Mass Customer,4.0
2121.6099999999997,NSW,Australia,9.0,Female,Yes,65.0,Manufacturing,Mass Customer,16.0
2946.73,NSW,Australia,9.0,Male,No,91.0,Financial Services,Mass Customer,18.0
165.57999999999998,NSW,Australia,8.0,Female,Yes,99.0,Manufacturing,High Net Worth,11.0
2956.4799999999996,NSW,Australia,5.0,Male,No,89.0,Health,High Net Worth,13.0
4847.049999999998,QLD,Australia,1.0,Male,Yes,46.0,,Mass Customer,18.0
1896.3900000000012,VIC,Australia,1.0,Male,Yes,12.0,Health,Affluent Customer,4.0
2347.9800000000005,NSW,Australia,8.0,Male,Yes,91.0,,Mass Customer,22.0
3894.51,NSW,Australia,8.0,Female,No,95.0,Manufacturing,Affluent Customer,12.0
1859.02,NSW,Australia,9.0,Male,Yes,40.0,Financial Services,Mass Customer,22.0
5070.619999999999,NSW,Australia,8.0,Female,No,50.0,Retail,Affluent Customer,16.0
2271.93,VIC,Australia,10.0,Female,Yes,16.0,Retail,Mass Customer,14.0
2438.84,QLD,Australia,4.0,Male,No,70.0,Manufacturing,High Net Worth,11.0
5580.570000000001,NSW,Australia,7.0,Female,Yes,5.0,Argiculture,Affluent Customer,21.0
5070.240000000002,QLD,Australia,3.0,Male,No,65.0,IT,Mass Customer,12.0
4457.48,VIC,Australia,8.0,Female,Yes,10.0,IT,High Net Worth,13.0
3155.8099999999995,QLD,Australia,4.0,Male,Yes,12.0,,Affluent Customer,8.0
2879.1899999999996,QLD,Australia,4.0,Female,No,12.0,Entertainment,Mass Customer,4.0
5907.35,NSW,Australia,9.0,Male,Yes,77.0,Financial Services,Affluent Customer,20.0
144.26,NSW,Australia,9.0,Female,No,79.0,Manufacturing,High Net Worth,1.0
2862.330000000001,NSW,Australia,9.0,Male,No,66.0,Manufacturing,Affluent Customer,4.0
2201.8600000000006,NSW,Australia,3.0,Male,No,30.0,Financial Services,High Net Worth,20.0
3184.33,NSW,Australia,10.0,Male,No,2.0,Financial Services,High Net Worth,4.0
2627.6700000000005,QLD,Australia,3.0,Male,No,24.0,Manufacturing,High Net Worth,13.0
2465.8099999999995,QLD,Australia,2.0,Female,No,1.0,Health,High Net Worth,7.0
798.6200000000003,VIC,Australia,6.0,Female,No,24.0,Financial Services,Mass Customer,20.0
2256.31,NSW,Australia,8.0,Male,No,80.0,Manufacturing,Mass Customer,17.0
3431.83,NSW,Australia,10.0,Female,No,30.0,Manufacturing,Mass Customer,17.0
3498.8600000000006,NSW,Australia,7.0,Male,No,6.0,Retail,Affluent Customer,14.0
304.07,NSW,Australia,9.0,Male,Yes,10.0,IT,High Net Worth,22.0
507.86999999999944,NSW,Australia,11.0,Female,Yes,48.0,Manufacturing,Mass Customer,18.0
3828.7400000000002,VIC,Australia,9.0,Male,No,34.0,Financial Services,Affluent Customer,16.0
6645.999999999999,VIC,Australia,10.0,Female,Yes,29.0,Retail,Affluent Customer,2.0
4228.66,NSW,Australia,7.0,Male,No,62.0,Health,Mass Customer,11.0
2892.76,NSW,Australia,10.0,Female,Yes,69.0,Manufacturing,Affluent Customer,14.0
4889.109999999999,NSW,Australia,3.0,Female,No,22.0,,Affluent Customer,15.0
3819.0000000000005,NSW,Australia,9.0,Female,Yes,3.0,Manufacturing,Mass Customer,14.0
3295.650000000001,VIC,Australia,8.0,Male,Yes,10.0,,High Net Worth,4.0
4778.329999999998,NSW,Australia,8.0,Female,Yes,97.0,Financial Services,High Net Worth,9.0
4248.67,VIC,Australia,9.0,Male,Yes,99.0,Financial Services,Affluent Customer,16.0
2785.9800000000005,NSW,Australia,8.0,Female,No,35.0,Financial Services,High Net Worth,18.0
3815.9300000000007,QLD,Australia,4.0,Female,No,8.0,Financial Services,Mass Customer,2.0
2277.960000000001,QLD,Australia,3.0,Female,No,51.0,Financial Services,Mass Customer,19.0
1691.8100000000004,QLD,Australia,7.0,Female,No,22.0,Financial Services,High Net Worth,5.0
7142.200000000001,QLD,Australia,7.0,Female,Yes,39.0,IT,Mass Customer,
3239.4799999999996,QLD,Australia,7.0,Male,No,68.0,Manufacturing,Mass Customer,8.0
254.62999999999988,NSW,Australia,8.0,Male,No,28.0,,Affluent Customer,20.0
2893.2,NSW,Australia,9.0,Female,No,50.0,Financial Services,Mass Customer,3.0
1746.5500000000006,NSW,Australia,8.0,Female,No,96.0,Manufacturing,High Net Worth,3.0
3065.9,VIC,Australia,2.0,Female,Yes,98.0,,High Net Worth,1.0
2795.75,NSW,Australia,8.0,Female,No,48.0,Manufacturing,Mass Customer,10.0
2189.5699999999997,NSW,Australia,9.0,Male,Yes,66.0,Retail,Mass Customer,7.0
2491.13,NSW,Australia,10.0,Female,No,48.0,,Affluent Customer,16.0
2119.72,NSW,Australia,4.0,Male,Yes,21.0,Health,High Net Worth,17.0
492.7399999999998,NSW,Australia,12.0,Female,No,83.0,Health,Mass Customer,18.0
945.1600000000003,VIC,Australia,8.0,Female,Yes,24.0,Health,Mass Customer,1.0
1592.2800000000002,NSW,Australia,11.0,Male,No,6.0,,Mass Customer,8.0
1861.0000000000005,NSW,Australia,10.0,Female,No,1.0,Financial Services,Mass Customer,16.0
1633.6100000000001,VIC,Australia,5.0,Female,No,12.0,Health,Mass Customer,14.0
2154.129999999999,NSW,Australia,11.0,Male,No,60.0,Manufacturing,Mass Customer,14.0
5081.299999999999,NSW,Australia,12.0,Female,Yes,47.0,Manufacturing,Mass Customer,22.0
1098.4000000000003,NSW,Australia,12.0,Female,No,71.0,Manufacturing,Mass Customer,15.0
2328.9300000000003,NSW,Australia,8.0,Male,Yes,38.0,Financial Services,Mass Customer,6.0
3028.8399999999992,VIC,Australia,5.0,Female,No,17.0,Manufacturing,Mass Customer,11.0
2558.040000000001,NSW,Australia,11.0,Male,Yes,7.0,Manufacturing,Affluent Customer,5.0
4534.03,QLD,Australia,3.0,Female,No,12.0,Financial Services,High Net Worth,16.0
2925.7500000000005,NSW,Australia,12.0,Male,Yes,41.0,Financial Services,Mass Customer,7.0
802.26,NSW,Australia,8.0,Female,No,67.0,Health,High Net Worth,17.0
5811.300000000001,QLD,Australia,11.0,Female,No,91.0,Manufacturing,Affluent Customer,9.0
4137.780000000001,NSW,Australia,11.0,Female,Yes,97.0,Financial Services,Affluent Customer,12.0
2315.9700000000007,VIC,Australia,8.0,Male,Yes,17.0,,Affluent Customer,16.0
1454.6099999999997,NSW,Australia,8.0,Male,Yes,92.0,Financial Services,Mass Customer,1.0
4014.420000000001,QLD,Australia,4.0,Female,No,90.0,Health,Affluent Customer,5.0
1378.3899999999999,QLD,Australia,3.0,Female,Yes,93.0,Health,Mass Customer,20.0
4600.24,NSW,Australia,7.0,Male,Yes,84.0,Financial Services,High Net Worth,2.0
2506.270000000001,VIC,Australia,7.0,Male,No,58.0,Manufacturing,Affluent Customer,6.0
1883.5899999999997,NSW,Australia,10.0,Male,No,4.0,Financial Services,Affluent Customer,11.0
8868.619999999999,QLD,Australia,10.0,Male,No,30.0,Retail,Mass Customer,14.0
4776.1,NSW,Australia,8.0,Male,Yes,9.0,,High Net Worth,4.0
722.2999999999997,QLD,Australia,3.0,Male,No,37.0,Financial Services,Mass Customer,3.0
3225.92,NSW,Australia,1.0,Male,Yes,85.0,Manufacturing,Mass Customer,9.0
1768.4400000000003,QLD,Australia,3.0,Female,Yes,33.0,Financial Services,Mass Customer,9.0
1335.81,VIC,Australia,11.0,Male,Yes,4.0,,Mass Customer,13.0
1966.0799999999997,VIC,Australia,6.0,Male,No,27.0,Financial Services,High Net Worth,15.0
826.2599999999998,NSW,Australia,10.0,Female,Yes,14.0,IT,Mass Customer,
3320.0899999999992,NSW,Australia,5.0,Male,Yes,94.0,Financial Services,Affluent Customer,19.0
8330.089999999998,NSW,Australia,7.0,Male,Yes,93.0,Manufacturing,Affluent Customer,8.0
2137.1800000000003,NSW,Australia,9.0,Male,No,59.0,Financial Services,High Net Worth,2.0
2372.09,NSW,Australia,7.0,Male,Yes,80.0,Manufacturing,Affluent Customer,9.0
4730.3200000000015,QLD,Australia,7.0,Male,No,13.0,Financial Services,High Net Worth,9.0
672.3899999999999,QLD,Australia,7.0,Female,No,51.0,Manufacturing,Mass Customer,3.0
2129.34,NSW,Australia,9.0,Male,No,60.0,Manufacturing,Affluent Customer,17.0
2957.24,QLD,Australia,10.0,Female,No,66.0,Retail,High Net Worth,9.0
1964.5200000000004,NSW,Australia,7.0,Male,No,79.0,Manufacturing,Mass Customer,13.0
4284.210000000001,NSW,Australia,2.0,Male,No,72.0,Entertainment,Mass Customer,10.0
2838.7199999999993,VIC,Australia,7.0,Male,No,79.0,Health,Mass Customer,1.0
3245.119999999999,QLD,Australia,2.0,Female,Yes,19.0,,Affluent Customer,2.0
7263.659999999997,QLD,Australia,4.0,Female,Yes,26.0,Retail,Mass Customer,16.0
2074.13,QLD,Australia,7.0,Female,No,35.0,,Affluent Customer,2.0
3050.76,NSW,Australia,10.0,Female,Yes,74.0,Retail,High Net Worth,16.0
2912.6500000000005,QLD,Australia,9.0,Male,Yes,63.0,Financial Services,Mass Customer,9.0
3721.92,VIC,Australia,8.0,Female,No,15.0,,High Net Worth,4.0
2708.6,VIC,Australia,10.0,Female,Yes,79.0,Financial Services,High Net Worth,9.0
2289.0600000000004,VIC,Australia,1.0,Female,Yes,53.0,Financial Services,Affluent Customer,7.0
3530.120000000001,QLD,Australia,8.0,Female,Yes,80.0,,High Net Worth,7.0
1009.3400000000001,QLD,Australia,5.0,Female,No,73.0,Financial Services,High Net Worth,17.0
309.80999999999995,NSW,Australia,7.0,Male,Yes,83.0,Argiculture,High Net Worth,16.0
703.6200000000001,VIC,Australia,12.0,Female,No,19.0,Financial Services,Affluent Customer,5.0
4499.379999999999,NSW,Australia,10.0,Male,Yes,6.0,Retail,High Net Worth,4.0
4261.0,NSW,Australia,10.0,Female,No,73.0,Telecommunications,Mass Customer,19.0
4753.84,NSW,Australia,9.0,Male,Yes,28.0,,Affluent Customer,14.0
4743.699999999999,NSW,Australia,10.0,Female,No,12.0,,Mass Customer,17.0
5534.83,NSW,Australia,3.0,Female,Yes,84.0,Financial Services,Mass Customer,11.0
3981.84,NSW,Australia,10.0,Male,No,63.0,Health,Mass Customer,6.0
3502.8600000000024,VIC,Australia,9.0,Female,Yes,40.0,,Mass Customer,5.0
75.48000000000002,NSW,Australia,10.0,Female,No,47.0,IT,Mass Customer,13.0
3226.46,NSW,Australia,8.0,Male,Yes,37.0,Health,Affluent Customer,20.0
2786.5599999999995,QLD,Australia,5.0,Male,Yes,78.0,Health,Mass Customer,1.0
4796.959999999999,NSW,Australia,10.0,Male,Yes,34.0,Financial Services,Mass Customer,2.0
1171.0200000000004,NSW,Australia,10.0,Male,No,44.0,IT,High Net Worth,19.0
4918.869999999999,QLD,Australia,5.0,Female,Yes,92.0,Financial Services,Mass Customer,3.0
2809.75,NSW,Australia,12.0,Male,Yes,31.0,Manufacturing,Mass Customer,9.0
852.5000000000005,NSW,Australia,3.0,Female,No,58.0,,Mass Customer,12.0
1751.7200000000003,VIC,Australia,10.0,Female,Yes,11.0,,High Net Worth,10.0
2481.4300000000003,QLD,Australia,8.0,Female,No,82.0,,High Net Worth,15.0
4571.929999999999,NSW,Australia,10.0,Female,Yes,59.0,Property,Mass Customer,11.0
705.3499999999999,NSW,Australia,4.0,Female,Yes,73.0,IT,Mass Customer,
4482.200000000001,QLD,Australia,1.0,Male,No,11.0,Property,Mass Customer,17.0
863.6799999999998,QLD,Australia,9.0,Male,No,20.0,Financial Services,Mass Customer,18.0
4067.6500000000005,NSW,Australia,11.0,Female,No,53.0,Health,Mass Customer,11.0
5247.44,VIC,Australia,12.0,Male,No,55.0,Manufacturing,High Net Worth,1.0
2278.7000000000007,VIC,Australia,8.0,Female,No,62.0,Manufacturing,Mass Customer,10.0
2357.6900000000005,NSW,Australia,8.0,Male,Yes,46.0,Retail,Affluent Customer,10.0
1561.0600000000004,NSW,Australia,9.0,Female,Yes,55.0,Health,Mass Customer,15.0
1998.579999999999,NSW,Australia,9.0,Male,Yes,21.0,Health,High Net Worth,9.0
3941.7000000000007,NSW,Australia,8.0,Female,Yes,22.0,IT,Mass Customer,
4868.87,NSW,Australia,10.0,Male,No,97.0,IT,Mass Customer,16.0
3564.2700000000004,NSW,Australia,8.0,Female,Yes,13.0,Financial Services,High Net Worth,9.0
1867.17,NSW,Australia,7.0,Female,Yes,58.0,,Mass Customer,12.0
1669.8899999999999,VIC,Australia,8.0,Female,No,25.0,,Mass Customer,15.0
5194.64,QLD,Australia,5.0,Female,No,25.0,Manufacturing,Mass Customer,11.0
179.44,NSW,Australia,3.0,Female,No,53.0,Financial Services,Affluent Customer,16.0
1274.4799999999996,QLD,Australia,5.0,Female,Yes,42.0,Health,Affluent Customer,12.0
780.6999999999996,QLD,Australia,7.0,Male,Yes,48.0,Manufacturing,Mass Customer,5.0
3812.88,QLD,Australia,3.0,Female,Yes,13.0,Retail,Mass Customer,16.0
6003.049999999999,VIC,Australia,9.0,Female,No,37.0,Retail,Mass Customer,18.0
3401.850000000002,NSW,Australia,9.0,Male,No,46.0,Financial Services,Mass Customer,14.0
1496.7899999999995,VIC,Australia,8.0,Female,Yes,51.0,,High Net Worth,11.0
3553.2799999999997,VIC,Australia,7.0,Female,No,41.0,Manufacturing,Affluent Customer,12.0
4473.870000000003,NSW,Australia,10.0,Male,Yes,73.0,Financial Services,High Net Worth,3.0
1370.369999999999,NSW,Australia,8.0,Male,Yes,51.0,Property,High Net Worth,17.0
2880.0999999999995,NSW,Australia,10.0,Female,Yes,86.0,Financial Services,Affluent Customer,17.0
5289.22,NSW,Australia,7.0,Female,Yes,77.0,,High Net Worth,8.0
1346.38,VIC,Australia,8.0,Male,No,50.0,Financial Services,Mass Customer,14.0
633.3499999999999,NSW,Australia,5.0,Male,No,62.0,Property,Affluent Customer,3.0
4164.209999999999,NSW,Australia,8.0,Male,Yes,37.0,Retail,Mass Customer,19.0
2797.53,VIC,Australia,9.0,Female,No,67.0,Financial Services,Mass Customer,1.0
2530.9299999999994,VIC,Australia,4.0,Male,Yes,73.0,Manufacturing,Affluent Customer,2.0
425.1899999999996,NSW,Australia,10.0,Female,No,17.0,Entertainment,Mass Customer,7.0
4431.9800000000005,NSW,Australia,10.0,Female,No,18.0,,Affluent Customer,8.0
5392.89,NSW,Australia,11.0,Male,No,63.0,Financial Services,Mass Customer,19.0
4422.29,VIC,Australia,8.0,Male,No,73.0,Health,High Net Worth,13.0
4458.889999999999,QLD,Australia,4.0,Male,Yes,48.0,Health,Mass Customer,13.0
4144.1900000000005,NSW,Australia,10.0,Male,Yes,89.0,Health,Mass Customer,19.0
7516.0199999999995,NSW,Australia,4.0,Female,No,77.0,Manufacturing,Mass Customer,7.0
1240.3899999999999,NSW,Australia,8.0,Female,No,52.0,Financial Services,Mass Customer,19.0
3337.1600000000003,VIC,Australia,8.0,Male,No,44.0,Financial Services,High Net Worth,19.0
3544.4399999999996,VIC,Australia,8.0,Male,No,33.0,,Affluent Customer,13.0
4520.459999999999,VIC,Australia,12.0,Male,No,42.0,Manufacturing,Affluent Customer,16.0
1258.5199999999995,NSW,Australia,6.0,Male,No,18.0,Telecommunications,Affluent Customer,10.0
1982.1199999999997,VIC,Australia,8.0,Male,Yes,25.0,Financial Services,Mass Customer,18.0
2798.7200000000003,NSW,Australia,7.0,Male,Yes,61.0,,High Net Worth,18.0
2540.35,NSW,Australia,9.0,Male,Yes,0.0,Financial Services,Mass Customer,13.0
150.8900000000001,NSW,Australia,12.0,Female,Yes,86.0,Retail,Mass Customer,8.0
2890.06,NSW,Australia,10.0,Female,Yes,59.0,Manufacturing,Affluent Customer,1.0
2121.73,VIC,Australia,2.0,Female,No,30.0,,Mass Customer,18.0
2817.629999999999,NSW,Australia,8.0,Female,Yes,75.0,Retail,Mass Customer,5.0
4899.5999999999985,VIC,Australia,7.0,Male,No,76.0,Manufacturing,Mass Customer,6.0
5502.1100000000015,NSW,Australia,9.0,Male,Yes,76.0,,Mass Customer,3.0
9244.900000000001,QLD,Australia,2.0,Male,No,64.0,Health,High Net Worth,3.0
2680.1499999999996,QLD,Australia,8.0,Male,No,65.0,Manufacturing,Affluent Customer,15.0
4803.950000000001,QLD,Australia,8.0,Female,No,18.0,Retail,Mass Customer,7.0
1818.2700000000004,NSW,Australia,11.0,Male,No,53.0,Manufacturing,Mass Customer,6.0
3256.14,VIC,Australia,3.0,Female,No,3.0,Manufacturing,Mass Customer,9.0
11668.949999999999,QLD,Australia,6.0,Male,Yes,13.0,Financial Services,Affluent Customer,1.0
2859.47,NSW,Australia,10.0,Female,Yes,31.0,Financial Services,Mass Customer,14.0
6038.52,VIC,Australia,7.0,Male,Yes,94.0,Property,Affluent Customer,15.0
1978.0100000000002,NSW,Australia,6.0,Female,No,53.0,Manufacturing,Mass Customer,15.0
3812.2699999999995,NSW,Australia,9.0,Male,Yes,59.0,,High Net Worth,1.0
6305.6,QLD,Australia,5.0,Female,No,16.0,Manufacturing,High Net Worth,12.0
4173.85,NSW,Australia,9.0,Female,No,43.0,Health,Mass Customer,10.0
1422.8499999999995,VIC,Australia,7.0,Male,No,19.0,,Affluent Customer,10.0
3644.4900000000002,QLD,Australia,1.0,Male,Yes,18.0,Health,Mass Customer,3.0
3609.09,VIC,Australia,6.0,Female,Yes,24.0,IT,High Net Worth,
1740.6099999999997,NSW,Australia,9.0,Male,No,44.0,Entertainment,Mass Customer,1.0
3569.979999999999,NSW,Australia,12.0,Female,Yes,34.0,Financial Services,Affluent Customer,6.0
5191.520000000002,VIC,Australia,10.0,Female,No,16.0,,Mass Customer,7.0
3624.0000000000005,NSW,Australia,12.0,Male,Yes,76.0,Manufacturing,Mass Customer,7.0
1429.3599999999997,NSW,Australia,9.0,Female,Yes,78.0,Health,Mass Customer,9.0
936.98,VIC,Australia,8.0,Male,Yes,19.0,Manufacturing,Mass Customer,9.0
2632.09,NSW,Australia,8.0,Female,Yes,80.0,Manufacturing,Affluent Customer,7.0
2183.71,VIC,Australia,8.0,Male,No,15.0,Health,High Net Worth,18.0
2178.439999999999,NSW,Australia,10.0,Female,Yes,3.0,,Affluent Customer,21.0
3516.3700000000003,NSW,Australia,12.0,Male,Yes,1.0,Health,Mass Customer,12.0
1401.5300000000007,NSW,Australia,1.0,Female,No,73.0,Financial Services,Mass Customer,6.0
2344.0,QLD,Australia,10.0,Male,Yes,49.0,,High Net Worth,17.0
4779.130000000002,VIC,Australia,5.0,Female,Yes,56.0,,High Net Worth,16.0
2018.6,NSW,Australia,6.0,Female,No,35.0,Financial Services,High Net Worth,6.0
3867.7400000000007,QLD,Australia,5.0,Female,Yes,86.0,Retail,High Net Worth,5.0
527.74,NSW,Australia,10.0,Female,Yes,70.0,Retail,High Net Worth,5.0
3798.3500000000004,VIC,Australia,7.0,Female,Yes,44.0,Manufacturing,Affluent Customer,1.0
5570.669999999997,QLD,Australia,5.0,Male,Yes,96.0,IT,High Net Worth,16.0
